2026-05-10T20:00:46.315211 start scheduler
2026-05-10T20:00:46.315245 start memcached [0,1,2,3] 4
798525 (process ID) old priority 0, new priority -17
798525 (process ID) old priority -17, new priority -17
798527 (process ID) old priority 0, new priority -17
798528 (process ID) old priority 0, new priority -17
798529 (process ID) old priority 0, new priority -17
798530 (process ID) old priority 0, new priority -17
798531 (process ID) old priority 0, new priority -17
798532 (process ID) old priority 0, new priority -17
798533 (process ID) old priority 0, new priority -17
798534 (process ID) old priority 0, new priority -17
798535 (process ID) old priority 0, new priority -17
2026-05-10T20:00:46.537038 custom memcached Reniced memcached to -17
2026-05-10T20:00:54.870576 start freqmine [0,1,2,3] 2
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 17.99999999999784%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 39.00000000000148%
Memcached max thread CPU utilization: 39.00000000000148%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 26.000000000001933%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 42.99999999999784%
Memcached max thread CPU utilization: 38.999999999998636%
Memcached max thread CPU utilization: 20.999999999997954%
Memcached max thread CPU utilization: 15.999999999999659%
Memcached max thread CPU utilization: 15.999999999999659%
Memcached max thread CPU utilization: 15.000000000000568%
Memcached max thread CPU utilization: 15.000000000000568%
Memcached max thread CPU utilization: 28.999999999999204%
Memcached max thread CPU utilization: 28.999999999999204%
2026-05-10T20:10:16.601415 end canneal
2026-05-10T20:10:17.952020 start streamcluster [0,1,2,3] 2
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 34.99999999999943%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 38.00000000000239%
Memcached max thread CPU utilization: 45.999999999997954%
Memcached max thread CPU utilization: 47.99999999999898%
Memcached max thread CPU utilization: 56.00000000000023%
2026-05-10T20:10:27.413178 custom scheduler High+CPU+utilization+detected%3A+56.00000000000023%25.+Pausing+jobs.
2026-05-10T20:10:27.461875 pause radix
2026-05-10T20:10:27.498274 pause streamcluster
Memcached max thread CPU utilization: 60.000000000002274%
Memcached max thread CPU utilization: 50.99999999999909%
Memcached max thread CPU utilization: 58.9999999999975%
Memcached max thread CPU utilization: 56.00000000000023%
Memcached max thread CPU utilization: 56.99999999999932%
Memcached max thread CPU utilization: 56.99999999999932%
Memcached max thread CPU utilization: 56.00000000000307%
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 49.00000000000091%
2026-05-10T20:10:40.079228 unpause radix
2026-05-10T20:10:40.109009 unpause streamcluster
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 21.999999999999886%
Memcached max thread CPU utilization: 20.000000000001705%
2026-05-10T20:10:44.380765 end radix
2026-05-10T20:10:45.823255 start vips [0,1,2,3] 2
Memcached max thread CPU utilization: 43.000000000003524%
Memcached max thread CPU utilization: 51.99999999999818%
2026-05-10T20:10:46.897296 custom scheduler High+CPU+utilization+detected%3A+51.99999999999818%25.+Pausing+jobs.
2026-05-10T20:10:46.943320 pause streamcluster
2026-05-10T20:10:46.981171 pause vips
Memcached max thread CPU utilization: 52.00000000000102%
Memcached max thread CPU utilization: 50.00000000000284%
2026-05-10T20:10:50.184931 unpause streamcluster
2026-05-10T20:10:50.202861 unpause vips
Memcached max thread CPU utilization: 24.00000000000375%
Memcached max thread CPU utilization: 6.0000000000030695%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 5.999999999997385%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 26.99999999999534%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 5.000000000001137%
Memcached max thread CPU utilization: 5.000000000001137%
Memcached max thread CPU utilization: 5.000000000003979%
Memcached max thread CPU utilization: 4.9999999999954525%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 27.99999999999727%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 19.999999999998863%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.999999999996703%
Memcached max thread CPU utilization: 13.999999999998636%
Memcached max thread CPU utilization: 19.000000000002615%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 32.00000000000216%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 46.999999999999886%
Memcached max thread CPU utilization: 49.99999999999716%
Memcached max thread CPU utilization: 51.00000000000193%
2026-05-10T20:11:33.400607 custom scheduler High+CPU+utilization+detected%3A+51.00000000000193%25.+Pausing+jobs.
2026-05-10T20:11:33.474817 pause streamcluster
2026-05-10T20:11:33.512377 pause vips
Memcached max thread CPU utilization: 68.00000000000068%
2026-05-10T20:11:35.652161 unpause streamcluster
2026-05-10T20:11:35.670178 unpause vips
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 8.00000000000125%
Memcached max thread CPU utilization: 8.00000000000125%
Memcached max thread CPU utilization: 7.00000000000216%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 27.99999999999727%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 38.999999999998636%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 38.999999999998636%
Memcached max thread CPU utilization: 38.00000000000239%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 13.999999999998636%
Memcached max thread CPU utilization: 14.000000000001478%
Memcached max thread CPU utilization: 14.000000000001478%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 46.999999999997044%
Memcached max thread CPU utilization: 46.999999999999886%
Memcached max thread CPU utilization: 48.99999999999807%
Memcached max thread CPU utilization: 46.000000000000796%
Memcached max thread CPU utilization: 48.99999999999807%
Memcached max thread CPU utilization: 51.99999999999818%
2026-05-10T20:12:06.195634 custom scheduler High+CPU+utilization+detected%3A+51.99999999999818%25.+Pausing+jobs.
2026-05-10T20:12:06.240754 pause streamcluster
2026-05-10T20:12:06.272675 pause vips
Memcached max thread CPU utilization: 62.000000000000455%
Memcached max thread CPU utilization: 54.000000000002046%
Memcached max thread CPU utilization: 55.00000000000114%
Memcached max thread CPU utilization: 59.00000000000034%
Memcached max thread CPU utilization: 56.00000000000307%
Memcached max thread CPU utilization: 53.000000000000114%
Memcached max thread CPU utilization: 53.999999999999204%
Memcached max thread CPU utilization: 56.99999999999932%
Memcached max thread CPU utilization: 48.00000000000182%
Memcached max thread CPU utilization: 50.0%
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 50.0%
Memcached max thread CPU utilization: 49.00000000000375%
Memcached max thread CPU utilization: 45.00000000000455%
Memcached max thread CPU utilization: 46.999999999999886%
Memcached max thread CPU utilization: 46.00000000000364%
Memcached max thread CPU utilization: 46.000000000000796%
2026-05-10T20:12:25.255692 unpause streamcluster
2026-05-10T20:12:25.277210 unpause vips
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 10.999999999998522%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 21.999999999999886%
Memcached max thread CPU utilization: 21.000000000000796%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 21.999999999997044%
Memcached max thread CPU utilization: 31.00000000000307%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 42.99999999999784%
Memcached max thread CPU utilization: 32.00000000000216%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 29.999999999998295%
2026-05-10T20:12:49.008341 end vips
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 32.00000000000216%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 30.00000000000398%
Memcached max thread CPU utilization: 30.999999999997385%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 36.99999999999761%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 13.999999999998636%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.000000000000568%
Memcached max thread CPU utilization: 17.99999999999784%
Memcached max thread CPU utilization: 28.999999999999204%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 20.999999999997954%
Memcached max thread CPU utilization: 10.999999999998522%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 32.000000000005%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 28.999999999999204%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 24.00000000000375%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 10.999999999998522%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.999999999998522%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.000000000003297%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 40.00000000000341%
Memcached max thread CPU utilization: 39.00000000000148%
Memcached max thread CPU utilization: 39.999999999997726%
Memcached max thread CPU utilization: 19.000000000002615%
Memcached max thread CPU utilization: 13.999999999998636%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.000000000003297%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 14.999999999997726%
Memcached max thread CPU utilization: 14.999999999997726%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.000000000000568%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 49.00000000000091%
Memcached max thread CPU utilization: 51.00000000000193%
2026-05-10T20:14:12.072948 custom scheduler High+CPU+utilization+detected%3A+51.00000000000193%25.+Pausing+jobs.
2026-05-10T20:14:12.113147 pause streamcluster
Memcached max thread CPU utilization: 53.000000000002956%
Memcached max thread CPU utilization: 52.99999999999727%
Memcached max thread CPU utilization: 40.00000000000057%
2026-05-10T20:14:16.332919 unpause streamcluster
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 32.00000000000216%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.00000000000466%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.999999999998522%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 8.00000000000125%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 7.00000000000216%
Memcached max thread CPU utilization: 6.0000000000030695%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 45.000000000001705%
Memcached max thread CPU utilization: 45.999999999997954%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 21.000000000000796%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 32.00000000000216%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 45.000000000001705%
Memcached max thread CPU utilization: 45.000000000001705%
Memcached max thread CPU utilization: 44.000000000002615%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 11.999999999997613%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 19.000000000002615%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 20.000000000001705%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 38.00000000000239%
Memcached max thread CPU utilization: 38.00000000000239%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 21.999999999999886%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 46.000000000000796%
Memcached max thread CPU utilization: 45.000000000001705%
Memcached max thread CPU utilization: 34.99999999999943%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 27.000000000001023%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 33.00000000000125%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 46.000000000000796%
Memcached max thread CPU utilization: 50.99999999999909%
2026-05-10T20:15:51.223079 custom scheduler High+CPU+utilization+detected%3A+50.99999999999909%25.+Pausing+jobs.
2026-05-10T20:15:51.270516 pause streamcluster
Memcached max thread CPU utilization: 56.99999999999932%
Memcached max thread CPU utilization: 56.00000000000307%
Memcached max thread CPU utilization: 55.00000000000114%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 44.000000000002615%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 43.99999999999977%
2026-05-10T20:15:59.777250 unpause streamcluster
Memcached max thread CPU utilization: 36.000000000004206%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 21.999999999999886%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 39.999999999997726%
Memcached max thread CPU utilization: 39.00000000000148%
Memcached max thread CPU utilization: 40.00000000000057%
Memcached max thread CPU utilization: 35.99999999999852%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.999999999998977%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000000114%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 34.00000000000034%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 39.00000000000148%
Memcached max thread CPU utilization: 38.00000000000239%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 13.000000000002387%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000000341%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 26.000000000001933%
Memcached max thread CPU utilization: 26.000000000001933%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 32.00000000000216%
2026-05-10T20:16:39.883868 end streamcluster
2026-05-10T20:16:40.885757 end scheduler
